Title,ImgUrl,Date,AccessionNumber,Medium,Location
Standing female figure,http://images.metmuseum.org/CRDImages/an/web-thumb/DP109148.jpg,ca. 2600–2500 B.C.,51.25.1,Gypsum alabaster,The Met Fifth Avenue in Gallery 403
Mace head,http://images.metmuseum.org/CRDImages/an/web-thumb/ME51_25_8.jpg,ca. 2700–2600 B.C.,51.25.8,Stone,The Met Fifth Avenue in Gallery 402
"""Women Feasting on a Balcony"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-25a.jpg,late 17th–early 18th century,30.95.174.26,"Ink, opaque watercolor, and gold on paper",Not on view
Female head with elaborate hairstyle,http://images.metmuseum.org/CRDImages/an/web-thumb/ME51_25_2.jpg,ca. 2600–2500 B.C.,51.25.2,Gypsum alabaster,The Met Fifth Avenue in Gallery 403
"""Princess Entertaining a Visitor on the Balcony"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107566.jpg,mid–second half 17th century,30.95.174.22,"Ink, opaque watercolor, and gold on paper",Not on view
Cone-shaped vase with geometric decoration,http://images.metmuseum.org/CRDImages/an/web-thumb/hb51_25_22.jpg,ca. late 5th millennium B.C.,51.25.22,"Ceramic, paint",The Met Fifth Avenue in Gallery 402
Jar with paired birds in panels,http://images.metmuseum.org/CRDImages/an/web-thumb/hb51_25_25.jpg,ca. 1600–1400 B.C.,51.25.25,"Ceramic, paint",The Met Fifth Avenue in Gallery 404
Nude standing female,http://images.metmuseum.org/CRDImages/an/web-thumb/DP109152.jpg,ca. 2000–1750 B.C.,51.25.12,Ceramic,The Met Fifth Avenue in Gallery 406
Terracotta alabastron (oil flask),http://images.metmuseum.org/CRDImages/gr/web-thumb/DP119921.jpg,ca. 620–590 B.C.,30.115.26,Terracotta,The Met Fifth Avenue in Gallery 171
Canopic jar lid,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1640 B.C.,1982.437,Limestone,The Met Fifth Avenue in Gallery 109
Floral Collars from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP225287.jpg,ca. 1336–1327 B.C.,09.184.214–.216-related,"09.184.214: Papyrus, olive leaves, persea leaves, cornflowers, blue lotus petals, Picris flowers, nightshade berries, faience, linen
09.184.215: Papyrus, olive leaves, cornflowers, linen
09.184.216: Papyrus, olive leaves, persea leaves, nightshade berries, celery (?), faience, linen dyed red",The Met Fifth Avenue in Gallery 122
Vase,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-80a.jpg,?,30.115.80,"Glass,",Not on view
Vase,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-12a.jpg,?,30.115.12,Glass,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/130028.jpg,17th century,30.95.352,Silk,Not on view
Curtain,http://images.metmuseum.org/CRDImages/es/web-thumb/80694.jpg,1720–30,30.95.77c,Silk,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/80696.jpg,17th century,30.95.80a,Silk,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/SC58111.jpg,late 17th century,30.95.75,Silk,Not on view
Bowl,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-41a.jpg,16th–17th century,30.95.41,Earthenware; glazed,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/DP141167.jpg,10th century,30.95.32,Glass; cut,Not on view
Beaker,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-16a.jpg,14th century,30.95.16,"Glass, enameled",Not on view
Pendant,http://images.metmuseum.org/CRDImages/is/web-thumb/30.95.36.jpg,12th–13th century,30.95.36,"Gold, jade",Not on view
Perfume Sprinkler,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-198a.jpg,14th century,30.95.198,Glass; enameled,Not on view
Vase,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-190b.jpg,18th century,30.95.190,Stonepaste; glazed,Not on view
Jar,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-171a.jpg,17th century,30.95.171,Stonepaste; glazed,Not on view
Vase,http://images.metmuseum.org/CRDImages/is/web-thumb/30.95.186.JPG,16th–17th century,30.95.186,Stonepaste; glazed,Not on view
Cylindrical bag of sawdust from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP225334.jpg,ca. 1336–1327 B.C.,1988.437.1,"Linen, decomposed wood material (sawdust)",The Met Fifth Avenue in Gallery 122
Bag of Natron from Tutankhamun's Embalming Cache,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP225335.jpg,ca. 1336–1327 B.C.,1988.437.2,"Linen, natron",The Met Fifth Avenue in Gallery 122
Madonna Adoring the Child,http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.249.bw.R.jpg,Tempera and oil on wood,Not on view,30.95.249,
Glass Bottle,http://images.metmuseum.org/CRDImages/eg/web-thumb/30-8-181.jpg,A.D. 1st century,30.8.181,Glass,Not on view
Bottle,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.208_001.jpg,304 B.C.–A.D. 364,30.8.208,Pottery,Not on view
Perfume vase,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.177_EGDP017568.jpg,664–30 B.C.,30.8.177,Glass,Not on view
Scarab,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.865_EGDP017262.jpg,304 B.C.–A.D. 364,30.8.865,Glass,Not on view
Erotic figurine,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.163_EGDP010542.jpg,400–30 BC,30.8.163,Faience,Not on view
Bracelet,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.120_EGDP010559.jpg,30 B.C.–A.D. 364,30.8.120,Copper alloy,Not on view
Vase,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.133.jpg,ca. 1550–1295 B.C.,30.8.133,Alabaster,Not on view
"Sphinx, headless",http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.159.jpg,A.D. 4th century,30.8.159,Faience,Not on view
Cup,/content/img/placeholders/NoImageAvailableIcon.png,Amber,Not on view,30.95.306,
Figure of Buddha,http://images.metmuseum.org/CRDImages/as/web-thumb/30_95_324.jpg,18th century,30.95.324,Lapis lazuli,Not on view
Cassone,http://images.metmuseum.org/CRDImages/es/web-thumb/80986.jpg,16th century,30.95.88,Walnut,Not on view
Capital (one of two),http://images.metmuseum.org/CRDImages/es/web-thumb/80623.jpg,16th century,30.95.204,White marble,Not on view
Marriage chest (cassone),http://images.metmuseum.org/CRDImages/es/web-thumb/81807.jpg,16th century,30.95.132,Cypress,Not on view
Capital (one of two),http://images.metmuseum.org/CRDImages/es/web-thumb/80623.jpg,16th century,30.95.203,White marble,Not on view
Madonna and Child,http://images.metmuseum.org/CRDImages/es/web-thumb/81110.jpg,late 16th century,30.95.233,Ivory,Not on view
Madonna and Child,http://images.metmuseum.org/CRDImages/es/web-thumb/81109.jpg,late 16th century,30.95.232,Ivory,Not on view
Virgin and Child,http://images.metmuseum.org/CRDImages/es/web-thumb/87750.jpg,probably 19th century,30.95.105,Marble,Not on view
Fragment of a Box,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-2b.jpg,17th century,30.95.2,Ivory: carved,Not on view
Fragment of a Box,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-3a.jpg,17th century,30.95.3,Ivory: carved,Not on view
Earrings,"http://images.metmuseum.org/CRDImages/is/web-thumb/30.95.38,38.jpg",11th century,30.95.39,"Gold; filigree, applied decoration",Not on view
Earrings,"http://images.metmuseum.org/CRDImages/is/web-thumb/30.95.38,38.jpg",11th century,30.95.38,"Gold; filigree, applied decoration",Not on view
Fragment of a Box,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-4b.jpg,17th century,30.95.4,Ivory: carved,Not on view
Lamp,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-187a.jpg,13th century,30.95.187,Earthenware; glazed,Not on view
Textile with Pomegranate Design,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-61s1.jpg,15th century,30.95.61,Silk,Not on view
Plaque with Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-118s1.jpg,14th century,30.95.118,Ivory,Not on view
Earring with head of a ram,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP356236.jpg,332–30 B.C.,30.8.397,gold,Not on view
Taweret amulet,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.274_EGDP021643.jpg,664–30 B.C.,30.8.274,"Lapis lazuli, gold",Not on view
Panel,http://images.metmuseum.org/CRDImages/es/web-thumb/81360.jpg,ca. 1500,30.95.177,Silk and metal thread,Not on view
Flask,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-14a.jpg,second half 13th century,30.95.14,"Glass; free blown, enameled, gilded",Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-33a.jpg,13th–14th century,30.95.33,"Glass; blown, applied decoration",Not on view
Beaker,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-197a.jpg,13th–14th century,30.95.197,"Glass; free-blown, undecorated",Not on view
Flask,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-14a.jpg,7th–8th century,30.115.14,Glass; mold blown,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-58a.jpg,3rd–19th century,30.115.58,Glass; mold blown,Not on view
Bowl,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-13b.jpg,9th–10th century,30.115.13,"Glass; free blown, impressed",Not on view
Strip,http://images.metmuseum.org/CRDImages/es/web-thumb/80671.jpg,17th century,30.95.59,Silk and linen,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/81361.jpg,ca. 1500,30.95.178,Silk and metal thread,Not on view
Cover,http://images.metmuseum.org/CRDImages/es/web-thumb/80690.jpg,18th century,30.95.70,Silk on silk,Not on view
Pilaster,http://images.metmuseum.org/CRDImages/es/web-thumb/80557.jpg,16th century,30.95.1,Carved walnut with traces of gilding,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-8-254a.jpg,3rd–7th century,30.8.254,Gourd; incised and painted black,Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/DP123184.jpg,9th–10th century,30.95.15,"Glass; blown, impressed",Not on view
Tile,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-155.jpg,13th century,30.95.155,"Stonepaste; glazed, molded",Not on view
Jug,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-115-15s1.jpg,6th–7th century,30.115.15,Glass,Not on view
Portrait of a Man,http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.238.bw.R.jpg,Oil on canvas,Not on view,30.95.238,
Ointment Bowl with Two Monkeys in Relief,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.139.jpg,ca. 1800–1550 B.C.,30.8.139,Anhydrite,Not on view
"Amulet, Djed pillar",http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.330.jpg,664–332 B.C.,30.8.330,Bright blue faience,Not on view
"Statuette, Taweret",http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.270.jpg,525–332 B.C.,30.8.270,Green faience,Not on view
Statuette of a squatting man,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.75.jpg,ca. 2030–1640 B.C.,30.8.75,Indurated limestone,Not on view
Bead,http://images.metmuseum.org/CRDImages/eg/web-thumb/image-number-only.jpg,ca. 1981–1550 B.C.,30.8.384,Gold,Not on view
Bead,http://images.metmuseum.org/CRDImages/eg/web-thumb/image-number-only.jpg,ca. 1981–1550 B.C.,30.8.383,Gold,Not on view
Bead,http://images.metmuseum.org/CRDImages/eg/web-thumb/image-number-only.jpg,ca. 1981–1550 B.C.,30.8.385,Gold,Not on view
Figure of a Lion,http://images.metmuseum.org/CRDImages/as/web-thumb/81003.jpg,Porcelain with famille verte,Not on view,30.95.302,
Figure of a Lion,http://images.metmuseum.org/CRDImages/as/web-thumb/81003.jpg,Porcelain with famille verte,Not on view,30.95.301,
The Adoration of the Magi,http://images.metmuseum.org/CRDImages/es/web-thumb/81068.jpg,16th century,30.95.128,Gilt bronze,Not on view
Family Group in a Landscape,http://images.metmuseum.org/CRDImages/ep/web-thumb/ep30.95.241.bw.R.jpg,ca. 1645,30.95.241,Oil on canvas,Not on view
Diptych with Scenes from the Life of Christ,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95123s3.jpg,14th century,30.95.123,Ivory with metal mounts,Not on view
Box with Scenes from the Infancy of Christ,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-116s08.jpg,14th century,30.95.116,"Ivory, metal (silver?) mounts",Not on view
Bowl,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-7s1.jpg,18th century,30.95.7,"Silver, enamel",Not on view
"Medallion, St. George Slaying The Dragon",http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-210s1.jpg,17th century,30.95.210,Boxwood,Not on view
"""Portrait of a Prince (Shah Jahan ?)"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-15a.jpg,17th century,30.95.174.16,"Ink, opaque watercolor, and gold on paper",Not on view
"""Courtiers with a Riderless Horse"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-12a.jpg,17th century,30.95.174.13,"Ink, opaque watercolor, and gold on paper",Not on view
"""Princess and Attendants on Balcony"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-18a.jpg,17th century,30.95.174.19,"Ink, opaque watercolor, and gold on paper",Not on view
"""Asaf khan Presents Offerings (?)"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-11a.jpg,ca. 1604,30.95.174.12,"Ink, opaque watercolor, and gold on paper",Not on view
"""Portrait of Jahangir Holding Flower"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-5a.jpg,ca. 1604,30.95.174.6,"Ink, opaque watercolor, and gold on paper",Not on view
"""Encampment in the Hills: Jahangir with Falcon"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-14a.jpg,early 17th century,30.95.174.15,"Ink, opaque watercolor, and gold on paper",Not on view
"""Night Scene: Group Listening to Music"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-32a.jpg,late 17th century,30.95.174.33,"Ink, opaque watercolor, and gold on paper",Not on view
"""Camp Being Prepared in the Hills"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-27a.jpg,17th century,30.95.174.28,"Ink, opaque watercolor, and gold on paper",Not on view
"""Women Visiting a Hermit"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-30a.jpg,18th century,30.95.174.31,"Ink, opaque watercolor, and gold on paper",Not on view
"""Women on a Balcony"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-29a.jpg,18th century,30.95.174.30,"Ink, opaque watercolor, and gold on paper",Not on view
"""Women Bathing by Moonlight"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107567.jpg,18th century,30.95.174.23,"Ink, opaque watercolor, and gold on paper",Not on view
Earring with ram crowned by disk and 'uraei',http://images.metmuseum.org/CRDImages/eg/web-thumb/DP356236.jpg,"332–30 B.C., perhaps",30.8.396,Gold,Not on view
Bed curtain,http://images.metmuseum.org/CRDImages/es/web-thumb/80706.jpg,18th century,30.95.71,Linen,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/80628.jpg,17th–18th century,30.95.68,Silk and metal thread,Not on view
Piece,http://images.metmuseum.org/CRDImages/es/web-thumb/81359.jpg,ca. 1500,"30.95.176a, c, d",Silk,Not on view
Jar with cover,http://images.metmuseum.org/CRDImages/es/web-thumb/91637.jpg,1700–1730,"30.95.351.a,b",Lustred earthenware,Not on view
Bacchante,http://images.metmuseum.org/CRDImages/es/web-thumb/81069.jpg,second half 15th century,30.95.129,Bronze,Not on view
Mermaid playing a lute,http://images.metmuseum.org/CRDImages/es/web-thumb/81073.jpg,1550–1600,30.95.111,Bronze,Not on view
Case,http://images.metmuseum.org/CRDImages/es/web-thumb/sf30-95-114bs1.jpg,18th century,30.95.114b,Brown leather with gold tooled decoration,Not on view
Snuffbox,http://images.metmuseum.org/CRDImages/es/web-thumb/80532.jpg,18th century,30.95.5,"Tortoiseshell, silver",Not on view
Tile from a Frieze,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-156.jpg,13th century,30.95.156,"Stonepaste; glazed, molded",Not on view
Bowl,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.30.JPG,17th century,30.95.30,Stonepaste; luster-painted on opaque blue glaze,Not on view
Vase,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-31c.jpg,17th century,30.95.31,Stonepaste; polychrome-painted under transparent glaze,Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/81302.jpg,19th century,30.95.148,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/81419.jpg,18th century,30.95.144,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Panel,http://images.metmuseum.org/CRDImages/is/web-thumb/81310.jpg,17th century,30.95.142,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Footed Bowl,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-13b.jpg,9th–10th century,30.95.13,"Glass; blown, impressed, and applied, tooled",Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/81576.jpg,19th century,30.95.143,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-23a.jpg,17th century,30.95.23,Stonepaste; luster-painted on opaque light blue glaze under transparent colorless glaze,Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/80582.jpg,19th century,30.95.85,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Star-Shaped Tile,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-25.jpg,14th century,30.95.25,"Stonepaste; glazed, carved",Not on view
Panel,http://images.metmuseum.org/CRDImages/is/web-thumb/81420.jpg,17th century,30.95.141,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.157.JPG,second half 17th century,30.95.157,Stonepaste; luster-painted on opaque white and blue glaze,Not on view
Jar,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-10a.jpg,15th–19th century,"30.95.10a, b",Stone; carved,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-28a.jpg,17th century,30.95.28,Stonepaste; luster-painted on opaque white and blue glaze,Not on view
Ewer,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-151a.jpg,13th–14th century,30.95.151,Earthenware; luster-painted,Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/81418.jpg,19th century,30.95.147,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/DP220794.jpg,18th century,30.95.149,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-21c.jpg,17th century,30.95.21,Stonepaste; luster-painted on opaque white glaze,Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-19b.jpg,17th century,30.95.19,Stonepaste; luster-painted on opaque white and blue glaze,Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.146.JPG,probably early 19th century,30.95.146,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-18b.jpg,17th century,30.95.18,Stonepaste; luster-painted on opaque dark green and light blue glaze; silver,Not on view
Bowl,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-20a.jpg,first half 18th century,30.95.20,"Stonepaste; painted under transparent glaze, pierced (Gombroonware)",Not on view
Panel,http://images.metmuseum.org/CRDImages/is/web-thumb/125437.jpg,17th century,30.95.62,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Strip,http://images.metmuseum.org/CRDImages/is/web-thumb/80626.jpg,16th century,30.95.63,"Silk, metal-wrapped thread; cut and voided velvet",Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/81301.jpg,early 19th century,30.95.145,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Cup,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-193c.jpg,late 17th century,30.95.193,Stonepaste; luster-painted on opaque white glaze,Not on view
Carpet,http://images.metmuseum.org/CRDImages/is/web-thumb/80629.jpg,19th century,30.95.224,"Wool (warp, weft and pile); symmetrically knotted pile",Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-163a.jpg,16th–17th century,30.95.163,Stonepaste; painted in black under turquoise glaze,Not on view
Ewer,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-188a.jpg,17th century,30.95.188,Stonepaste; painted under transparent glaze,Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-166a.jpg,16th–17th century,30.95.166,Stonepaste; painted in black under turquoise glaze,Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-168b.jpg,16th–17th century,30.95.168,Stonepaste; painted in black under turquoise glaze,Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-169b.jpg,16th–17th century,30.95.169,Stonepaste; painted in black under turquoise glaze,Not on view
Fragment,http://images.metmuseum.org/CRDImages/is/web-thumb/DP18301.jpg,17th century,30.95.219,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-164b.jpg,16th–17th century,30.95.164,Stonepaste; painted in black under turquoise glaze,Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-170a.jpg,16th–17th century,30.95.170,Stonepaste; painted in black under turquoise glaze,Not on view
Bottle,http://images.metmuseum.org/CRDImages/is/web-thumb/wb-30.95.161.JPG,first half 18th century,30.95.161,Stonepaste; painted under transparent  glaze,Not on view
Strip,http://images.metmuseum.org/CRDImages/is/web-thumb/81364.jpg,16th century,30.95.220,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-165b.jpg,16th–17th century,30.95.165,Stonepaste; painted in black under turquoise glaze,Not on view
Fragment,http://images.metmuseum.org/CRDImages/is/web-thumb/80689.jpg,17th century,30.95.228,"Wool (warp, weft and pile); asymmetrically knotted pile",Not on view
Dish,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-180a.jpg,17th century,30.95.180,Stonepaste; painted in black under turquoise glaze,Not on view
Panel,http://images.metmuseum.org/CRDImages/is/web-thumb/81326.jpg,17th century,30.95.218,"Silk, metal wrapped thread; cut and voided velvet",Not on view
Inkwell,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-8b.jpg,13th century,30.115.8,"Glass; mold blown, applied and marvered trails",Not on view
Beaker,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-1a.jpg,13th century,30.115.1,"Glass; blown, gilded; tooled on the pontil",Not on view
Beaker,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-115-9a.jpg,13th–14th century,30.115.9,Glass; mold blown with marvered glass thread,Not on view
Plate,http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-167b.jpg,16th–17th century,30.95.167,Stonepaste; painted in black under turquoise glaze,Not on view
Panel with Bearded Man,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-206s1.jpg,late 19th–early 20th century (14th century style),30.95.206,Bone,Not on view
Devotional Plaque,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-117s1.jpg,late 15th century,30.95.117,"Carved Mother-of-pearl, polychromy",Not on view
Medallion,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-211s1.jpg,17th century (in the Byzantine style),30.95.211,Boxwood,Not on view
Comb,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-205s1.jpg,late 19th–early 20th century (14th century style),30.95.205,Ivory,Not on view
Shell Fragment,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-208s1.jpg,16th century,30.95.208,Mother-of-pearl,Not on view
Panel with Soldier in Armor,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-207s1.jpg,late 19th–early 20th century (14th century style),30.95.207,Bone,Not on view
Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-17s5.jpg,15th century (?),"30.95.17a, b","Ivory, polychromy, gilding",Not on view
Standing Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-213s1.jpg,late 19th–early 20th century (14th century style),30.95.213,Ivory with paint and gilding,Not on view
Seated Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-214s1.jpg,early 14th century (later restorations/alterations),"30.95.214a, b",Ivory,Not on view
Seated Virgin and Child,http://images.metmuseum.org/CRDImages/md/web-thumb/sf30-95-212s1.jpg,late 19th–early 20th century (14th century style),30.95.212,Ivory,Not on view
Vase in the Shape of a Mother Monkey with Her Young,http://images.metmuseum.org/CRDImages/eg/web-thumb/DT6931.jpg,ca. 2289–2255 B.C.,1992.338,"Travertine (Egyptian alabaster), paint",The Met Fifth Avenue in Gallery 103
"""Two Old Men in Discussion Outside a Hut"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP107559.jpg,dated A.H. 1085/A.D. 1674–75,30.95.174.3,"Ink, opaque watercolor, and gold on paper",Not on view
Wedjat eye with filagree ornament,http://images.metmuseum.org/CRDImages/eg/web-thumb/DP245501.jpg,332–30 B.C.,30.8.377,Gold with filigree ornament,Not on view
Profile face inlay,http://images.metmuseum.org/CRDImages/eg/web-thumb/30.8.336_EGDP015639.jpg,570–30 BC,30.8.336,Glass,Not on view
Cylinder seal,http://images.metmuseum.org/CRDImages/an/web-thumb/ss30_95_349.jpg,ca. 2350–2150 B.C.,30.95.349,"Serpentine, black",Not on view
Renaissance-style relief of Virgin and Child,http://images.metmuseum.org/CRDImages/es/web-thumb/81468.jpg,19th century,30.95.104,White Carrara marble with details gilded,Not on view
Portejoie on the Seine,http://images.metmuseum.org/CRDImages/ep/web-thumb/2110.jpg,1850–1878,30.95.275,Oil on wood,Not on view
The Seine at Vétheuil,http://images.metmuseum.org/CRDImages/ep/web-thumb/DT1886.jpg,1880,30.95.271,Oil on canvas,Not on view
"""A Gathering of Court Women"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP159389.jpg,late 17th–early 18th century,30.95.174.27,"Ink, opaque watercolor, and gold on paper",Not on view
"""Prince Feasting on a Balcony"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/DP159390.jpg,late 17th–early 18th century,30.95.174.29,"Ink, opaque watercolor, and gold on paper",Not on view
"""Prince Sultan Parviz, Son of Jahangir, with his Courtiers and Musicians"", Folio from the Davis Album",http://images.metmuseum.org/CRDImages/is/web-thumb/sf30-95-174-17a.jpg,17th century,30.95.174.18,"Ink, opaque watercolor, and gold on paper",Not on view
